,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,TransportMeans,WklyStudyHours,NrSiblings,MathScore,ReadingScore,WritingScore,Average
21314,female,group C,some college,free/reduced,none,divorced,regularly,yes,private,5 - 10,5.0,50.0,51.0,55.0,52.0
21315,male,group D,some high school,standard,completed,married,sometimes,yes,school_bus,5 - 10,2.0,86.0,80.0,85.0,83.66666666666667
21316,female,group B,high school,standard,none,married,regularly,yes,private,5 - 10,2.0,83.0,94.0,92.0,89.66666666666667
21317,male,group E,some college,free/reduced,none,married,regularly,no,school_bus,> 10,4.0,76.0,70.0,63.0,69.66666666666667
21318,female,group C,bachelor's degree,free/reduced,none,married,regularly,no,school_bus,> 10,2.0,47.0,51.0,51.0,49.666666666666664
21319,male,group C,some college,standard,none,married,regularly,yes,private,< 5,3.0,71.0,74.0,66.0,70.33333333333333
21320,female,group D,bachelor's degree,standard,none,married,sometimes,no,school_bus,5 - 10,1.0,89.0,97.0,95.0,93.66666666666667
21321,male,group B,some college,standard,completed,widowed,never,no,school_bus,5 - 10,2.0,85.0,88.0,85.0,86.0
21322,male,group D,high school,standard,none,married,regularly,yes,school_bus,5 - 10,4.0,74.0,63.0,67.0,68.0
21323,female,group E,associate's degree,standard,completed,divorced,regularly,no,school_bus,5 - 10,2.0,88.0,84.0,93.0,88.33333333333333
21324,male,group D,some college,standard,completed,single,regularly,yes,school_bus,< 5,1.0,74.0,73.0,75.0,74.0
21325,female,group A,high school,standard,none,married,regularly,no,private,5 - 10,5.0,46.0,40.0,39.0,41.666666666666664
21326,female,group C,some high school,free/reduced,none,married,sometimes,no,private,5 - 10,5.0,34.0,62.0,55.0,50.333333333333336
21327,male,group D,some college,free/reduced,none,single,sometimes,yes,school_bus,5 - 10,1.0,54.0,48.0,44.0,48.666666666666664
21328,female,group C,high school,standard,completed,married,sometimes,yes,private,< 5,4.0,56.0,73.0,74.0,67.66666666666667
21329,female,group E,associate's degree,standard,none,married,sometimes,no,school_bus,> 10,2.0,80.0,86.0,81.0,82.33333333333333
21330,male,group C,some high school,standard,completed,single,sometimes,no,school_bus,5 - 10,3.0,64.0,59.0,58.0,60.333333333333336
21331,male,group B,some high school,standard,none,married,sometimes,yes,school_bus,< 5,3.0,56.0,52.0,53.0,53.666666666666664
21332,male,group B,bachelor's degree,standard,none,married,never,yes,school_bus,5 - 10,1.0,76.0,71.0,78.0,75.0
21333,female,group D,some college,standard,none,married,never,yes,school_bus,5 - 10,0.0,54.0,75.0,68.0,65.66666666666667
21334,female,group E,associate's degree,standard,completed,married,regularly,no,school_bus,5 - 10,4.0,92.0,90.0,93.0,91.66666666666667
21335,male,group C,some high school,standard,completed,divorced,regularly,no,private,< 5,3.0,68.0,72.0,77.0,72.33333333333333
21336,male,group E,some high school,free/reduced,none,married,sometimes,yes,school_bus,< 5,2.0,84.0,69.0,65.0,72.66666666666667
21337,female,group C,some high school,standard,none,divorced,regularly,yes,private,5 - 10,3.0,42.0,36.0,36.0,38.0
21338,male,group A,some college,standard,completed,divorced,regularly,yes,school_bus,> 10,2.0,91.0,92.0,87.0,90.0
21339,female,group B,high school,standard,none,divorced,regularly,no,private,> 10,3.0,55.0,60.0,62.0,59.0
21340,female,group C,some college,free/reduced,none,divorced,sometimes,no,school_bus,< 5,3.0,47.0,57.0,52.0,52.0
21341,female,group C,high school,standard,none,divorced,sometimes,no,school_bus,> 10,3.0,74.0,77.0,75.0,75.33333333333333
21342,male,group C,high school,standard,none,single,sometimes,yes,school_bus,5 - 10,2.0,74.0,71.0,71.0,72.0
21343,female,group D,some college,standard,none,married,sometimes,yes,private,5 - 10,0.0,70.0,61.0,73.0,68.0
21344,male,group E,some high school,standard,none,married,regularly,yes,private,< 5,1.0,95.0,86.0,82.0,87.66666666666667
21345,female,group C,high school,standard,none,married,sometimes,no,private,< 5,0.5,63.0,75.0,67.0,68.33333333333333
21346,male,group D,associate's degree,standard,completed,married,never,no,school_bus,> 10,1.0,76.0,75.0,72.0,74.33333333333333
21347,male,group C,some college,standard,none,married,sometimes,no,school_bus,< 5,3.0,70.0,67.0,62.0,66.33333333333333
21348,male,group D,bachelor's degree,standard,none,married,sometimes,yes,school_bus,< 5,2.0,78.0,76.0,77.0,77.0
21349,female,group A,high school,standard,none,single,regularly,no,private,5 - 10,1.0,76.0,90.0,96.0,87.33333333333333
21350,female,group C,bachelor's degree,free/reduced,completed,single,never,yes,private,5 - 10,0.0,58.0,76.0,82.0,72.0
21351,male,group C,master's degree,free/reduced,none,married,sometimes,no,school_bus,5 - 10,1.0,72.0,72.0,65.0,69.66666666666667
21352,male,group A,some high school,free/reduced,none,married,sometimes,no,school_bus,> 10,2.0,57.0,61.0,60.0,59.333333333333336
21353,male,group A,associate's degree,free/reduced,none,married,sometimes,yes,private,5 - 10,1.0,78.0,74.0,77.0,76.33333333333333
21354,female,group C,some high school,standard,none,married,never,no,private,5 - 10,2.0,72.0,70.0,77.0,73.0
21355,male,group B,associate's degree,standard,none,divorced,regularly,no,private,5 - 10,5.0,98.0,81.0,79.0,86.0
21356,female,group E,master's degree,standard,none,married,sometimes,no,school_bus,5 - 10,1.0,99.0,99.0,99.0,99.0
21357,male,group C,some college,standard,none,married,sometimes,no,school_bus,5 - 10,5.0,80.0,78.0,82.0,80.0
21358,female,group B,bachelor's degree,standard,completed,married,sometimes,yes,school_bus,> 10,1.0,71.0,74.0,85.0,76.66666666666667
21359,male,group A,high school,standard,none,married,regularly,no,school_bus,< 5,3.0,49.0,57.0,54.0,53.333333333333336
21360,male,group C,some high school,standard,completed,single,sometimes,no,private,< 5,4.0,58.0,53.0,51.0,54.0
21361,male,group C,high school,free/reduced,none,single,regularly,yes,private,5 - 10,1.0,53.0,55.0,50.0,52.666666666666664
21362,female,group D,some college,standard,none,married,regularly,no,school_bus,< 5,4.0,67.0,66.0,75.0,69.33333333333333
21363,female,group C,some college,standard,none,married,regularly,no,private,< 5,4.0,25.0,37.0,41.0,34.333333333333336
21364,female,group E,high school,free/reduced,completed,divorced,never,yes,school_bus,5 - 10,3.0,61.0,74.0,75.0,70.0
21365,male,group B,bachelor's degree,standard,completed,single,never,yes,private,< 5,5.0,77.0,65.0,68.0,70.0
21366,female,group C,some high school,standard,none,married,regularly,yes,school_bus,> 10,1.0,67.0,70.0,67.0,68.0
21367,male,group E,associate's degree,standard,none,married,sometimes,yes,school_bus,> 10,3.0,98.0,81.0,80.0,86.33333333333333
21368,male,group C,associate's degree,standard,none,divorced,sometimes,no,private,< 5,3.0,64.0,56.0,51.0,57.0
21369,male,group E,some high school,standard,completed,married,regularly,no,school_bus,5 - 10,2.0,86.0,88.0,87.0,87.0
21370,male,group C,high school,free/reduced,none,married,sometimes,yes,private,5 - 10,2.0,70.0,63.0,59.0,64.0
21371,female,group C,associate's degree,free/reduced,none,married,regularly,yes,school_bus,< 5,2.0,36.0,47.0,50.0,44.333333333333336
21372,female,group C,some high school,standard,none,married,regularly,yes,school_bus,< 5,3.0,34.0,46.0,43.0,41.0
21373,female,group B,associate's degree,standard,none,divorced,never,yes,private,5 - 10,0.0,53.0,65.0,66.0,61.333333333333336
21374,female,group E,associate's degree,standard,none,divorced,regularly,no,school_bus,5 - 10,1.0,86.0,80.0,80.0,82.0
21375,female,group C,high school,standard,none,married,regularly,yes,school_bus,5 - 10,4.0,81.0,82.0,83.0,82.0
21376,male,group A,some college,free/reduced,none,married,regularly,yes,private,5 - 10,3.0,62.0,54.0,54.0,56.666666666666664
21377,female,group D,high school,standard,completed,married,regularly,yes,private,< 5,3.0,61.0,79.0,81.0,73.66666666666667
21378,male,group C,some college,standard,none,single,regularly,no,school_bus,5 - 10,2.0,96.0,94.0,86.0,92.0
21379,male,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,school_bus,5 - 10,3.5,60.0,60.0,62.0,60.666666666666664
21380,male,group C,some college,free/reduced,completed,single,regularly,yes,private,< 5,1.0,53.0,66.0,68.0,62.333333333333336
21381,male,group A,associate's degree,standard,none,married,sometimes,yes,school_bus,5 - 10,3.0,68.0,65.0,62.0,65.0
21382,female,group C,associate's degree,standard,none,married,sometimes,no,school_bus,5 - 10,1.0,70.0,90.0,86.0,82.0
21383,female,group D,some college,standard,none,divorced,sometimes,yes,school_bus,5 - 10,1.0,90.0,92.0,99.0,93.66666666666667
21384,male,group D,associate's degree,standard,none,married,regularly,no,school_bus,> 10,5.0,75.0,70.0,75.0,73.33333333333333
21385,female,group D,bachelor's degree,standard,completed,divorced,sometimes,no,private,5 - 10,1.0,69.0,88.0,88.0,81.66666666666667
21386,male,group B,associate's degree,free/reduced,none,single,regularly,yes,school_bus,< 5,2.0,42.0,37.0,36.0,38.333333333333336
21387,male,group D,some high school,standard,completed,married,sometimes,yes,school_bus,5 - 10,5.0,58.0,52.0,54.0,54.666666666666664
21388,female,group B,some college,standard,completed,married,regularly,yes,private,> 10,1.0,90.0,97.0,98.0,95.0
21389,female,group B,high school,standard,completed,married,sometimes,no,private,5 - 10,1.0,41.0,51.0,59.0,50.333333333333336
21390,male,group E,some college,standard,completed,married,never,yes,school_bus,< 5,3.0,85.0,75.0,73.0,77.66666666666667
21391,female,group A,associate's degree,free/reduced,none,married,regularly,no,private,5 - 10,1.0,73.0,88.0,90.0,83.66666666666667
21392,female,group C,some college,free/reduced,none,divorced,sometimes,yes,school_bus,< 5,3.0,63.0,80.0,80.0,74.33333333333333
21393,female,group D,some high school,free/reduced,none,married,regularly,yes,school_bus,> 10,3.0,62.0,62.0,64.0,62.666666666666664
21394,male,group D,some college,standard,none,divorced,sometimes,yes,private,> 10,3.0,61.0,63.0,66.0,63.333333333333336
21395,male,group B,some high school,free/reduced,none,married,sometimes,yes,school_bus,5 - 10,3.0,48.0,48.0,45.0,47.0
21396,male,group D,some college,standard,none,married,regularly,yes,school_bus,< 5,1.0,68.0,62.0,60.0,63.333333333333336
21397,female,group B,some college,standard,none,married,sometimes,yes,school_bus,< 5,3.0,47.0,58.0,58.0,54.333333333333336
21398,female,group D,some high school,standard,none,single,sometimes,no,private,< 5,2.0,71.0,68.0,71.0,70.0
21399,male,group C,high school,free/reduced,completed,married,sometimes,no,private,5 - 10,1.0,71.0,72.0,71.0,71.33333333333333
21400,female,group D,some high school,standard,none,single,regularly,yes,private,< 5,3.0,58.0,57.0,60.0,58.333333333333336
21401,female,group D,high school,free/reduced,none,married,sometimes,yes,school_bus,5 - 10,3.0,38.0,49.0,47.0,44.666666666666664
21402,female,group E,high school,standard,none,married,sometimes,yes,private,< 5,1.0,86.0,85.0,87.0,86.0
21403,male,group C,some college,standard,none,married,regularly,no,school_bus,> 10,3.0,91.0,84.0,82.0,85.66666666666667
21404,male,group A,some high school,standard,none,divorced,sometimes,no,private,> 10,5.0,61.0,59.0,56.0,58.666666666666664
21405,female,group D,some high school,standard,none,married,never,yes,private,5 - 10,1.0,75.0,82.0,85.0,80.66666666666667
21406,male,group B,associate's degree,standard,none,single,never,no,private,< 5,4.0,56.0,53.0,42.0,50.333333333333336
21407,female,group B,some college,standard,none,married,regularly,no,private,5 - 10,1.0,53.0,68.0,65.0,62.0
21408,male,group D,some college,standard,completed,married,regularly,no,school_bus,< 5,2.0,49.0,33.0,39.0,40.333333333333336
21409,female,group C,some college,standard,none,married,sometimes,no,private,> 10,5.0,70.0,73.0,78.0,73.66666666666667
21410,male,group B,some college,standard,none,married,regularly,yes,school_bus,5 - 10,1.0,72.0,54.0,59.0,61.666666666666664
21411,female,group C,some college,free/reduced,none,single,sometimes,yes,school_bus,5 - 10,0.0,57.0,78.0,70.0,68.33333333333333
21412,female,group C,some college,standard,none,married,never,yes,private,> 10,3.0,64.0,74.0,65.0,67.66666666666667
21413,male,group C,master's degree,free/reduced,none,single,sometimes,yes,school_bus,5 - 10,1.0,52.0,45.0,42.0,46.333333333333336
21414,female,group E,associate's degree,free/reduced,none,married,regularly,yes,school_bus,< 5,5.0,83.0,82.0,89.0,84.66666666666667
21415,female,group C,some high school,standard,none,married,regularly,yes,school_bus,< 5,0.0,79.0,83.0,82.0,81.33333333333333
21416,female,group C,some college,standard,completed,married,sometimes,no,school_bus,5 - 10,1.0,77.0,81.0,83.0,80.33333333333333
21417,male,group E,some college,standard,none,married,regularly,no,school_bus,5 - 10,2.0,52.0,43.0,47.0,47.333333333333336
21418,male,group D,associate's degree,free/reduced,none,single,regularly,yes,school_bus,< 5,3.0,52.0,65.0,56.0,57.666666666666664
21419,male,group D,bachelor's degree,standard,none,married,never,yes,private,5 - 10,1.0,68.0,60.0,62.0,63.333333333333336
21420,male,group E,high school,standard,none,divorced,sometimes,yes,school_bus,< 5,1.0,58.0,57.0,49.0,54.666666666666664
21421,female,group D,some high school,standard,none,married,sometimes,yes,school_bus,5 - 10,1.0,58.0,56.0,54.0,56.0
21422,female,group D,associate's degree,standard,completed,married,regularly,yes,school_bus,< 5,0.0,47.0,49.0,56.0,50.666666666666664
21423,female,group D,high school,free/reduced,completed,married,regularly,yes,school_bus,< 5,2.0,73.0,88.0,89.0,83.33333333333333
21424,female,group D,bachelor's degree,free/reduced,completed,single,sometimes,yes,school_bus,5 - 10,0.0,43.0,59.0,61.0,54.333333333333336
21425,male,group B,some college,free/reduced,none,single,sometimes,yes,private,< 5,4.0,55.0,58.0,56.0,56.333333333333336
21426,male,group C,high school,standard,completed,divorced,sometimes,yes,private,< 5,1.0,90.0,87.0,84.0,87.0
21427,male,group B,some high school,standard,none,single,regularly,no,school_bus,> 10,3.0,79.0,73.0,71.0,74.33333333333333
21428,male,group C,bachelor's degree,standard,none,widowed,sometimes,no,school_bus,5 - 10,3.0,99.0,82.0,85.0,88.66666666666667
21429,female,group C,associate's degree,free/reduced,completed,married,sometimes,yes,school_bus,5 - 10,5.0,79.0,92.0,100.0,90.33333333333333
21430,male,group B,high school,standard,completed,married,never,no,school_bus,5 - 10,2.0,46.0,50.0,47.0,47.666666666666664
21431,female,group B,associate's degree,free/reduced,none,widowed,sometimes,yes,school_bus,5 - 10,2.0,44.0,54.0,54.0,50.666666666666664
21432,male,group D,some college,standard,completed,married,sometimes,yes,school_bus,5 - 10,1.0,91.0,93.0,98.0,94.0
21433,male,group A,bachelor's degree,standard,none,single,regularly,yes,private,< 5,3.0,52.0,49.0,46.0,49.0
21434,male,group D,master's degree,standard,none,single,regularly,no,private,5 - 10,2.0,100.0,100.0,100.0,100.0
21435,male,group D,associate's degree,free/reduced,none,married,regularly,yes,school_bus,5 - 10,1.0,69.0,69.0,67.0,68.33333333333333
21436,male,group E,some college,free/reduced,none,single,sometimes,yes,private,< 5,2.0,70.0,70.0,62.0,67.33333333333333
21437,male,group E,some college,free/reduced,none,divorced,sometimes,yes,school_bus,< 5,2.0,67.0,67.0,62.0,65.33333333333333
21438,male,group C,associate's degree,standard,none,married,regularly,yes,private,< 5,0.0,69.0,69.0,69.0,69.0
21439,female,group B,some high school,standard,completed,single,sometimes,yes,private,5 - 10,1.0,47.0,59.0,62.0,56.0
21440,male,group B,high school,free/reduced,none,married,sometimes,no,school_bus,5 - 10,1.0,50.0,50.0,52.0,50.666666666666664
21441,male,group B,high school,free/reduced,none,single,regularly,yes,school_bus,5 - 10,3.0,54.0,42.0,42.0,46.0
21442,male,group D,some high school,standard,completed,married,sometimes,yes,private,> 10,3.0,89.0,79.0,87.0,85.0
21443,female,group D,high school,standard,completed,married,sometimes,no,school_bus,5 - 10,1.0,70.0,77.0,78.0,75.0
21444,male,group C,high school,standard,none,married,sometimes,no,private,5 - 10,3.0,52.0,60.0,56.0,56.0
21445,female,group C,associate's degree,standard,none,married,sometimes,yes,private,5 - 10,0.0,69.0,73.0,74.0,72.0
21446,female,group C,associate's degree,free/reduced,none,married,regularly,no,school_bus,< 5,2.0,57.0,68.0,64.0,63.0
21447,female,group C,bachelor's degree,free/reduced,none,divorced,regularly,no,school_bus,< 5,1.0,36.0,49.0,51.0,45.333333333333336
21448,female,group D,some college,free/reduced,none,married,sometimes,yes,school_bus,5 - 10,0.0,60.0,64.0,70.0,64.66666666666667
21449,male,group B,some high school,standard,none,married,sometimes,yes,school_bus,< 5,1.0,43.0,34.0,28.0,35.0
21450,female,group C,high school,standard,none,single,never,yes,private,> 10,4.0,90.0,86.0,88.0,88.0
21451,female,group D,some college,standard,completed,married,never,no,school_bus,< 5,1.0,90.0,97.0,95.0,94.0
21452,female,group B,some high school,standard,none,married,regularly,yes,school_bus,> 10,2.0,31.0,49.0,44.0,41.333333333333336
21453,female,group C,high school,standard,completed,single,sometimes,yes,school_bus,5 - 10,2.0,61.0,66.0,67.0,64.66666666666667
21454,female,group C,bachelor's degree,standard,none,single,regularly,yes,private,5 - 10,4.0,61.0,62.0,64.0,62.333333333333336
21455,male,group C,some college,standard,none,married,sometimes,yes,school_bus,> 10,0.0,78.0,61.0,70.0,69.66666666666667
21456,female,group C,high school,free/reduced,none,married,regularly,yes,school_bus,5 - 10,3.0,38.0,48.0,54.0,46.666666666666664
21457,female,group C,associate's degree,standard,none,married,regularly,no,school_bus,5 - 10,1.0,74.0,80.0,87.0,80.33333333333333
21458,male,group D,master's degree,standard,completed,single,regularly,yes,private,> 10,1.0,100.0,97.0,100.0,99.0
21459,female,group E,high school,free/reduced,none,single,sometimes,no,school_bus,5 - 10,2.0,54.0,65.0,58.0,59.0
21460,male,group E,master's degree,free/reduced,none,married,sometimes,no,school_bus,5 - 10,2.0,70.0,53.0,53.0,58.666666666666664
21461,female,group D,high school,standard,none,divorced,sometimes,no,private,5 - 10,1.0,74.0,75.0,70.0,73.0
21462,male,group B,some high school,free/reduced,none,married,sometimes,yes,school_bus,5 - 10,1.0,25.0,28.0,26.5,27.833333333333332
21463,male,group E,some high school,standard,none,married,regularly,yes,school_bus,5 - 10,0.0,96.0,89.0,85.0,90.0
21464,male,group C,master's degree,standard,none,married,regularly,no,school_bus,5 - 10,3.0,82.0,56.0,62.0,66.66666666666667
21465,male,group D,associate's degree,standard,none,single,sometimes,yes,school_bus,5 - 10,2.0,100.0,91.0,89.0,93.33333333333333
21466,female,group B,bachelor's degree,free/reduced,none,married,regularly,yes,school_bus,< 5,1.0,34.0,43.0,42.0,39.666666666666664
21467,female,group C,some high school,standard,none,single,sometimes,yes,school_bus,5 - 10,1.0,70.0,77.0,74.0,73.66666666666667
21468,female,group D,associate's degree,free/reduced,completed,divorced,sometimes,yes,private,5 - 10,2.0,73.0,86.0,89.0,82.66666666666667
21469,male,group B,high school,standard,completed,single,sometimes,no,school_bus,> 10,3.0,72.0,73.0,67.0,70.66666666666667
21470,male,group C,associate's degree,standard,completed,married,regularly,no,private,5 - 10,0.5,85.0,84.0,84.0,84.33333333333333
21471,female,group D,some college,standard,none,divorced,sometimes,yes,school_bus,> 10,3.0,82.0,81.0,83.0,82.0
21472,male,group D,high school,standard,none,single,never,yes,school_bus,5 - 10,1.0,64.0,54.0,49.0,55.666666666666664
21473,female,group D,bachelor's degree,standard,completed,married,sometimes,no,school_bus,5 - 10,3.0,79.0,86.0,90.0,85.0
21474,male,group C,some high school,free/reduced,none,married,sometimes,yes,school_bus,5 - 10,5.0,69.0,63.0,60.0,64.0
21475,male,group D,high school,standard,none,married,sometimes,yes,private,5 - 10,2.0,79.0,70.0,72.0,73.66666666666667
21476,male,group B,some high school,free/reduced,none,married,sometimes,yes,private,5 - 10,1.0,37.0,42.0,32.0,37.0
21477,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,private,< 5,3.0,23.0,31.0,26.5,27.833333333333332
21478,female,group B,high school,standard,none,married,sometimes,yes,school_bus,5 - 10,2.0,33.0,43.0,44.0,40.0
21479,female,group C,some college,free/reduced,none,married,never,no,school_bus,5 - 10,3.0,61.0,84.0,79.0,74.66666666666667
21480,male,group C,some high school,free/reduced,none,married,regularly,yes,school_bus,5 - 10,1.0,82.0,76.0,73.0,77.0
21481,male,group B,high school,free/reduced,none,married,never,yes,school_bus,5 - 10,3.0,52.0,49.0,45.0,48.666666666666664
21482,male,group E,high school,free/reduced,completed,married,sometimes,yes,private,5 - 10,4.0,78.0,71.0,65.0,71.33333333333333
21483,female,group C,some high school,free/reduced,none,married,sometimes,yes,private,< 5,4.0,65.0,88.0,77.0,76.66666666666667
21484,male,group B,some high school,free/reduced,none,married,never,yes,private,5 - 10,0.0,57.0,55.0,47.0,53.0
21485,male,group B,some college,standard,none,married,regularly,yes,school_bus,5 - 10,2.0,51.0,35.0,34.0,40.0
21486,male,group A,high school,standard,none,single,regularly,yes,school_bus,5 - 10,4.0,49.0,38.0,39.0,42.0
21487,female,group B,some college,standard,none,married,sometimes,yes,private,5 - 10,0.0,81.0,98.0,90.0,89.66666666666667
21488,male,group D,bachelor's degree,standard,completed,single,sometimes,yes,private,< 5,1.0,77.0,80.0,81.0,79.33333333333333
21489,male,group E,some college,standard,completed,married,regularly,no,school_bus,5 - 10,1.0,90.0,74.0,76.0,80.0
21490,female,group C,associate's degree,standard,none,married,never,yes,private,< 5,1.0,62.0,82.0,65.0,69.66666666666667
21491,female,group C,high school,free/reduced,none,divorced,sometimes,yes,private,5 - 10,4.0,81.0,85.0,88.0,84.66666666666667
21492,female,group B,associate's degree,standard,completed,divorced,regularly,yes,private,5 - 10,6.0,51.0,60.0,68.0,59.666666666666664
21493,female,group C,associate's degree,standard,none,married,regularly,yes,private,> 10,0.0,35.0,57.0,53.0,48.333333333333336
21494,female,group C,some college,free/reduced,none,single,never,yes,school_bus,< 5,2.0,59.0,70.0,66.0,65.0
21495,female,group D,high school,standard,none,divorced,sometimes,no,school_bus,5 - 10,5.0,71.0,77.0,77.0,75.0
21496,male,group A,some college,free/reduced,completed,single,sometimes,no,school_bus,> 10,2.0,77.0,80.0,76.0,77.66666666666667
21497,male,group D,some high school,free/reduced,none,married,sometimes,no,school_bus,> 10,1.0,41.0,40.0,39.0,40.0
21498,male,group B,some high school,standard,none,divorced,never,yes,school_bus,5 - 10,2.0,76.0,65.0,62.0,67.66666666666667
21499,male,group D,some college,free/reduced,completed,single,sometimes,yes,school_bus,5 - 10,2.0,51.0,62.0,56.0,56.333333333333336
21500,male,group A,some high school,free/reduced,completed,married,sometimes,yes,private,5 - 10,0.0,44.0,47.0,45.0,45.333333333333336
21501,male,group A,some college,standard,none,single,sometimes,no,private,> 10,1.0,69.0,66.0,59.0,64.66666666666667
21502,male,group B,high school,free/reduced,none,married,never,yes,school_bus,5 - 10,2.0,61.0,58.0,51.0,56.666666666666664
21503,male,group C,bachelor's degree,standard,completed,single,regularly,no,private,< 5,1.0,76.0,66.0,74.0,72.0
21504,male,group B,associate's degree,standard,completed,single,never,yes,school_bus,5 - 10,6.0,64.0,72.0,72.0,69.33333333333333
21505,female,group E,master's degree,free/reduced,none,married,regularly,yes,private,5 - 10,1.0,92.0,91.0,96.0,93.0
21506,male,group C,some college,free/reduced,none,married,sometimes,yes,school_bus,5 - 10,2.0,65.0,60.0,54.0,59.666666666666664
21507,male,group C,master's degree,standard,none,single,regularly,yes,school_bus,> 10,2.0,73.0,65.0,67.0,68.33333333333333
21508,male,group B,some college,standard,none,single,sometimes,yes,school_bus,> 10,1.0,77.0,71.0,65.0,71.0
21509,female,group B,associate's degree,standard,completed,married,sometimes,yes,school_bus,5 - 10,3.0,93.0,100.0,100.0,97.66666666666667
21510,female,group C,master's degree,standard,none,married,regularly,no,private,< 5,3.5,58.0,65.0,66.0,63.0
21511,male,group A,some high school,standard,completed,married,sometimes,yes,school_bus,< 5,2.0,53.0,56.0,50.0,53.0
21512,female,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,school_bus,> 10,3.0,44.0,55.0,56.0,51.666666666666664
21513,male,group C,some college,standard,completed,married,regularly,yes,school_bus,5 - 10,5.0,67.0,72.0,66.0,68.33333333333333
21514,male,group B,some college,standard,none,married,sometimes,yes,school_bus,5 - 10,3.0,66.0,62.0,65.0,64.33333333333333
21515,female,group A,associate's degree,standard,none,divorced,sometimes,no,school_bus,< 5,6.0,76.0,89.0,91.0,85.33333333333333
21516,male,group B,bachelor's degree,standard,completed,married,sometimes,yes,private,5 - 10,2.0,73.0,75.0,80.0,76.0
21517,male,group D,associate's degree,standard,none,divorced,regularly,yes,school_bus,< 5,2.0,81.0,75.0,81.0,79.0
21518,male,group B,bachelor's degree,free/reduced,completed,married,regularly,no,school_bus,< 5,3.0,69.0,81.0,78.0,76.0
21519,female,group D,some college,standard,completed,married,sometimes,yes,school_bus,5 - 10,4.0,63.0,77.0,80.0,73.33333333333333
21520,female,group E,some high school,standard,completed,married,never,yes,school_bus,5 - 10,4.0,72.0,76.0,84.0,77.33333333333333
21521,female,group C,associate's degree,standard,none,married,regularly,yes,school_bus,5 - 10,5.0,88.0,98.0,96.0,94.0
21522,female,group C,associate's degree,standard,none,married,regularly,no,private,< 5,3.0,55.0,69.0,59.0,61.0
21523,male,group C,associate's degree,standard,none,married,sometimes,no,school_bus,5 - 10,5.0,77.0,66.0,70.0,71.0
21524,male,group B,bachelor's degree,free/reduced,none,married,sometimes,no,school_bus,5 - 10,1.0,58.0,63.0,65.0,62.0
21525,male,group C,associate's degree,standard,none,single,sometimes,yes,school_bus,5 - 10,3.0,93.0,92.0,92.0,92.33333333333333
21526,male,group C,some college,standard,none,married,sometimes,no,private,5 - 10,6.0,72.0,76.0,73.0,73.66666666666667
21527,male,group C,high school,standard,none,married,sometimes,yes,school_bus,5 - 10,2.0,85.0,75.0,76.0,78.66666666666667
21528,female,group D,bachelor's degree,standard,completed,married,sometimes,yes,private,< 5,2.0,75.0,94.0,91.0,86.66666666666667
21529,male,group B,some college,standard,none,single,sometimes,no,school_bus,< 5,5.0,60.0,61.0,50.0,57.0
21530,male,group C,high school,standard,none,married,sometimes,yes,private,< 5,1.0,57.0,42.0,39.0,46.0
21531,male,group A,some college,standard,none,married,sometimes,yes,private,< 5,2.0,55.0,52.0,48.0,51.666666666666664
21532,male,group C,some college,standard,completed,married,sometimes,yes,private,5 - 10,2.0,59.0,73.0,67.0,66.33333333333333
21533,female,group B,associate's degree,standard,completed,divorced,regularly,yes,school_bus,5 - 10,2.0,78.0,71.0,76.0,75.0
21534,female,group C,associate's degree,standard,completed,married,regularly,yes,private,5 - 10,1.0,90.0,100.0,100.0,96.66666666666667
21535,female,group B,high school,standard,none,married,regularly,yes,private,5 - 10,0.0,44.0,54.0,53.0,50.333333333333336
21536,female,group D,some high school,free/reduced,none,married,regularly,yes,private,5 - 10,3.0,35.0,35.0,35.0,35.0
21537,female,group C,some college,standard,completed,single,regularly,yes,school_bus,< 5,1.0,80.0,87.0,90.0,85.66666666666667
21538,male,group C,some college,standard,none,married,sometimes,yes,private,> 10,1.0,52.0,50.0,41.0,47.666666666666664
21539,male,group E,associate's degree,standard,completed,single,regularly,no,private,> 10,1.0,100.0,96.0,100.0,98.66666666666667
21540,female,group D,bachelor's degree,standard,completed,married,sometimes,no,private,5 - 10,2.0,80.0,86.0,93.0,86.33333333333333
21541,male,group C,some high school,standard,none,single,never,no,private,> 10,1.0,51.0,45.0,45.0,47.0
21542,female,group A,some high school,standard,none,married,regularly,yes,school_bus,5 - 10,1.0,46.0,58.0,53.0,52.333333333333336
21543,male,group C,some high school,free/reduced,none,married,sometimes,yes,school_bus,5 - 10,2.0,50.0,60.0,51.0,53.666666666666664
21544,male,group D,bachelor's degree,standard,none,single,sometimes,no,school_bus,> 10,3.0,71.0,71.0,69.0,70.33333333333333
21545,male,group C,associate's degree,standard,completed,single,sometimes,yes,private,> 10,5.0,61.0,63.0,62.0,62.0
21546,male,group C,bachelor's degree,free/reduced,completed,married,never,no,private,5 - 10,3.0,72.0,78.0,76.0,75.33333333333333
21547,male,group C,some college,standard,none,married,sometimes,yes,private,> 10,2.0,79.0,61.0,60.0,66.66666666666667
